1514344040.46	19.22
1514344044.62	19.22
1514344048.42	19.21
1514344052.22	19.21
1514344057.27	19.21
1514344061.07	19.21
1514344064.87	19.21
1514344068.67	19.21
1514344072.47	19.21
1514344077.51	19.21
1514344081.31	19.21
1514344085.11	19.21
1514344090.15	19.21
1514344093.95	19.21
1514344099.0	19.21
1514344102.8	19.21
1514344106.6	19.21
1514344111.64	19.22
1514344115.44	19.21
1514344120.48	19.21
1514344124.28	19.21
1514344128.09	19.21
1514344133.12	19.21
1514344136.92	19.20
1514344141.97	19.20
1514344145.77	19.20
1514344149.57	19.20
1514344154.61	19.20
1514344158.41	19.20
1514344163.45	19.20
1514344167.25	19.20
1514344171.05	19.20
1514344176.1	19.20
1514344179.89	19.20
1514344184.94	19.19
1514344188.74	19.20
1514344192.54	19.20
1514344197.58	19.20
1514344201.38	19.20
1514344224.28	19.20
1514344227.61	19.20
1514344232.65	19.20
1514344236.45	19.21
1514344337.49	19.21
1514344340.93	19.21
1514344368.45	19.21
1514344372.13	19.21
1514344390.48	19.21
1514344394.64	19.21
1514344399.68	19.21
1514344403.49	19.21
1514344407.28	19.21
1514344412.33	19.21
1514344416.13	19.21
1514344421.17	19.19
1514344424.97	19.20
1514344428.77	19.21
1514344433.82	19.20
1514344437.62	19.20
1514344442.66	19.20
1514344446.46	19.20
1514344450.26	19.20
1514344455.3	19.21
1514344457.65	19.21
1514344461.66	19.21
1514344465.46	19.21
1514344469.26	19.21
1514344959.77	19.15
1514344964.33	19.16
1514344969.59	19.15
1514344974.85	19.15
1514344980.11	19.15
1514344984.07	19.14
1514344988.04	19.15
1514344992.01	19.14
1514344997.27	19.14
1514345002.53	19.14
1514345007.79	19.15
1514345011.3	19.14
1514345015.73	19.14
1514345042.62	19.14
1514345046.89	19.13
1514345052.15	19.14
1514345057.41	19.14
1514345062.67	19.15
1514345067.93	19.14
1514345071.9	19.14
1514345077.16	19.15
1514345081.13	19.14
1514345087.08	19.15
1514345091.65	19.14
1514345096.91	19.15
1514345102.17	19.15
1514345106.14	19.16
1514345111.39	19.16
1514345116.65	19.15
1514345121.91	19.15
1514345127.17	19.16
1514345132.43	19.15
1514345136.4	19.15
1514345141.66	19.15
1514345145.63	19.15
1514345150.89	19.15
1514345156.15	19.15
1514345160.84	19.14
1514345165.37	19.14
1514345169.34	19.14
1514345174.6	19.14
