1514344040.46	1030.07
1514344044.62	1030.12
1514344048.42	1030.10
1514344052.22	1030.11
1514344057.27	1030.16
1514344061.07	1030.08
1514344064.87	1030.09
1514344068.67	1030.10
1514344072.47	1030.08
1514344077.51	1030.07
1514344081.31	1030.12
1514344085.11	1030.16
1514344090.15	1030.10
1514344093.95	1030.10
1514344099.0	1030.09
1514344102.8	1030.10
1514344106.6	1030.08
1514344111.64	1030.16
1514344115.44	1030.14
1514344120.48	1030.13
1514344124.28	1030.13
1514344128.09	1030.12
1514344133.12	1030.10
1514344136.92	1030.07
1514344141.97	1030.09
1514344145.77	1030.11
1514344149.57	1030.15
1514344154.61	1030.09
1514344158.41	1030.10
1514344163.45	1030.18
1514344167.25	1030.14
1514344171.05	1030.15
1514344176.1	1030.21
1514344179.89	1030.08
1514344184.94	1030.13
1514344188.74	1030.15
1514344192.54	1030.13
1514344197.58	1030.15
1514344201.38	1030.16
1514344224.28	1030.15
1514344227.61	1030.10
1514344232.65	1030.16
1514344236.45	1030.14
1514344337.49	1030.14
1514344340.93	1030.14
1514344368.45	1030.13
1514344372.13	1030.12
1514344390.48	1030.12
1514344394.64	1030.12
1514344399.68	1030.18
1514344403.49	1030.11
1514344407.28	1030.10
1514344412.33	1030.13
1514344416.13	1030.12
1514344421.17	1030.07
1514344424.97	1030.13
1514344428.77	1030.13
1514344433.82	1030.12
1514344437.62	1030.16
1514344442.66	1030.11
1514344446.46	1030.15
1514344450.26	1030.09
1514344455.3	1030.15
1514344457.65	1030.07
1514344461.66	1030.15
1514344465.46	1030.13
1514344469.26	1030.06
1514344959.77	1030.17
1514344964.33	1030.09
1514344969.59	1030.03
1514344974.85	1030.13
1514344980.11	1030.10
1514344984.07	1030.11
1514344988.04	1030.14
1514344992.01	1030.10
1514344997.27	1030.06
1514345002.53	1030.13
1514345007.79	1030.13
1514345011.3	1030.12
1514345015.73	1030.10
1514345042.62	1030.10
1514345046.89	1030.12
1514345052.15	1030.13
1514345057.41	1030.13
1514345062.67	1030.06
1514345067.93	1030.09
1514345071.9	1030.10
1514345077.16	1030.12
1514345081.13	1030.13
1514345087.08	1030.09
1514345091.65	1030.06
1514345096.91	1030.07
1514345102.17	1030.11
1514345106.14	1030.06
1514345111.39	1030.17
1514345116.65	1030.12
1514345121.91	1030.10
1514345127.17	1030.10
1514345132.43	1030.09
1514345136.4	1030.13
1514345141.66	1030.16
1514345145.63	1030.10
1514345150.89	1030.11
1514345156.15	1030.11
1514345160.84	1030.13
1514345165.37	1030.14
1514345169.34	1030.13
1514345174.6	1030.06
