1514343654.5	17.77
1514343658.7	17.77
1514343662.78	17.77
1514343666.17	17.77
1514343669.57	17.77
1514343672.95	17.77
1514343676.34	17.77
1514343679.73	17.77
1514343683.12	17.77
1514343687.57	17.77
1514343691.04	17.77
1514343694.43	17.77
1514343773.59	17.77
1514343776.96	17.77
1514343803.77	17.77
1514343807.48	17.78
1514343810.87	17.78
1514343814.27	17.78
1514343817.65	17.77
1514343821.04	17.77
1514343824.43	17.77
1514343827.83	17.77
1514343831.22	17.78
1514343834.61	17.77
1514343838.01	17.77
1514343841.4	17.77
1514343844.79	17.77
1514343848.17	17.77
1514343851.58	17.77
1514343854.97	17.77
1514343858.36	17.77
1514343861.74	17.77
1514343865.13	17.77
1514343868.54	17.77
1514343871.92	17.77
1514343875.31	17.77
1514343878.7	17.77
1514343882.1	17.77
1514343885.49	17.77
1514343888.87	17.77
1514343892.27	17.77
1514343895.66	17.77
1514343899.05	17.77
1514343902.45	17.77
1514343905.84	17.77
1514343909.23	17.77
1514343912.62	17.77
1514343916.02	17.77
1514343919.41	17.77
1514343922.8	17.78
1514343926.19	17.77
1514343929.57	17.77
1514343932.98	17.77
1514343936.75	17.77
1514343940.88	17.77
1514343944.28	17.77
1514343947.67	17.78
1514343951.06	17.78
1514343954.44	17.77
1514343957.85	17.78
1514343961.23	17.77
1514343964.62	17.77
1514343968.02	17.77
1514343971.41	17.78
1514343974.8	17.78
1514343978.19	17.78
1514343981.59	17.78
1514343984.98	17.78
1514343988.36	17.78
1514343991.75	17.78
1514343995.16	17.78
1514343998.54	17.77
1514344001.93	17.77
1514344004.97	17.78
1514344044.62	17.77
1514344048.42	17.77
1514344052.22	17.78
1514344057.27	17.78
1514344061.07	17.78
1514344064.87	17.78
1514344068.67	17.78
1514344072.47	17.78
1514344077.51	17.78
1514344081.31	17.78
1514344085.11	17.77
1514344090.15	17.78
1514344093.95	17.77
1514344099.0	17.78
1514344102.8	17.77
1514344106.6	17.78
1514344111.64	17.77
1514344115.44	17.77
1514344120.48	17.78
1514344124.28	17.77
1514344128.09	17.77
1514344133.12	17.77
1514344136.92	17.77
1514344141.97	17.77
1514344145.77	17.77
1514344149.57	17.77
1514344154.61	17.77
1514344158.41	17.77
1514344163.45	17.77
1514344167.25	17.77
1514344171.05	17.77
1514344176.1	17.77
1514344179.89	17.77
1514344184.94	17.77
1514344188.74	17.77
1514344192.54	17.77
1514344197.58	17.77
1514344201.38	17.77
1514344227.61	17.77
1514344232.65	17.77
1514344236.45	17.77
1514344340.93	17.77
1514344372.13	17.77
1514344394.64	17.77
1514344399.68	17.77
1514344403.49	17.77
1514344407.28	17.77
1514344412.33	17.77
1514344416.13	17.77
1514344421.17	17.77
1514344424.97	17.77
1514344428.77	17.77
1514344433.82	17.77
1514344437.62	17.77
1514344442.66	17.77
1514344446.46	17.77
1514344450.26	17.77
1514344455.3	17.77
1514344457.65	17.77
1514344461.66	17.77
1514344465.46	17.77
1514344469.26	17.77
1514344959.77	17.78
1514344964.33	17.78
1514344969.59	17.78
1514344974.85	17.78
1514344980.11	17.78
1514344984.07	17.78
1514344992.01	17.78
1514344997.27	17.77
1514345002.53	17.78
1514345007.79	17.77
1514345011.3	17.78
1514345015.73	17.78
1514345046.89	17.77
1514345052.15	17.78
1514345057.41	17.77
1514345067.93	17.78
1514345071.9	17.77
1514345077.16	17.78
1514345081.13	17.78
1514345087.08	17.78
1514345091.65	17.78
1514345096.91	17.77
1514345102.17	17.78
1514345106.14	17.78
1514345111.39	17.78
1514345116.65	17.77
1514345121.91	17.78
1514345127.17	17.78
1514345132.43	17.78
1514345136.4	17.78
1514345141.66	17.78
1514345145.63	17.78
1514345150.89	17.78
1514345156.15	17.78
1514345160.84	17.78
1514345165.37	17.78
1514345169.34	17.78
1514345174.6	17.78
