1514343654.5	1078.00
1514343658.7	1078.00
1514343662.78	1078.00
1514343666.17	1078.00
1514343669.57	1077.00
1514343672.95	1078.00
1514343676.34	1078.00
1514343679.73	1077.00
1514343683.12	1077.00
1514343687.57	1078.00
1514343691.04	1077.00
1514343694.43	1077.00
1514343773.59	1078.00
1514343776.96	1078.00
1514343803.77	1078.00
1514343807.48	1078.00
1514343810.87	1078.00
1514343814.27	1077.00
1514343817.65	1078.00
1514343821.04	1078.00
1514343824.43	1077.00
1514343827.83	1077.00
1514343831.22	1078.00
1514343834.61	1077.00
1514343838.01	1078.00
1514343841.4	1078.00
1514343844.79	1077.00
1514343848.17	1078.00
1514343851.58	1077.00
1514343854.97	1078.00
1514343858.36	1078.00
1514343861.74	1077.00
1514343865.13	1078.00
1514343868.54	1077.00
1514343871.92	1078.00
1514343875.31	1077.00
1514343878.7	1077.00
1514343882.1	1078.00
1514343885.49	1078.00
1514343888.87	1078.00
1514343892.27	1078.00
1514343895.66	1077.00
1514343899.05	1078.00
1514343902.45	1078.00
1514343905.84	1078.00
1514343909.23	1077.00
1514343912.62	1077.00
1514343916.02	1078.00
1514343919.41	1078.00
1514343922.8	1078.00
1514343926.19	1078.00
1514343929.57	1077.00
1514343932.98	1077.00
1514343936.75	1077.00
1514343940.88	1078.00
1514343944.28	1078.00
1514343947.67	1078.00
1514343951.06	1077.00
1514343954.44	1077.00
1514343957.85	1078.00
1514343961.23	1078.00
1514343964.62	1077.00
1514343968.02	1078.00
1514343971.41	1078.00
1514343974.8	1077.00
1514343978.19	1077.00
1514343981.59	1078.00
1514343984.98	1078.00
1514343988.36	1077.00
1514343991.75	1078.00
1514343995.16	1078.00
1514343998.54	1078.00
1514344001.93	1077.00
1514344004.97	1078.00
1514344044.62	1078.00
1514344048.42	1077.00
1514344052.22	1078.00
1514344057.27	1078.00
1514344061.07	1078.00
1514344064.87	1078.00
1514344068.67	1078.00
1514344072.47	1078.00
1514344077.51	1077.00
1514344081.31	1077.00
1514344085.11	1077.00
1514344090.15	1078.00
1514344093.95	1078.00
1514344099.0	1078.00
1514344102.8	1078.00
1514344106.6	1078.00
1514344111.64	1077.00
1514344115.44	1078.00
1514344120.48	1078.00
1514344124.28	1078.00
1514344128.09	1078.00
1514344133.12	1078.00
1514344136.92	1078.00
1514344141.97	1078.00
1514344145.77	1077.00
1514344149.57	1078.00
1514344154.61	1078.00
1514344158.41	1077.00
1514344163.45	1077.00
1514344167.25	1077.00
1514344171.05	1078.00
1514344176.1	1078.00
1514344179.89	1078.00
1514344184.94	1078.00
1514344188.74	1078.00
1514344192.54	1077.00
1514344197.58	1077.00
1514344201.38	1078.00
1514344227.61	1078.00
1514344232.65	1077.00
1514344236.45	1078.00
1514344340.93	1078.00
1514344372.13	1077.00
1514344394.64	1078.00
1514344399.68	1077.00
1514344403.49	1078.00
1514344407.28	1077.00
1514344412.33	1078.00
1514344416.13	1077.00
1514344421.17	1077.00
1514344424.97	1077.00
1514344428.77	1078.00
1514344433.82	1078.00
1514344437.62	1077.00
1514344442.66	1077.00
1514344446.46	1077.00
1514344450.26	1077.00
1514344455.3	1078.00
1514344457.65	1078.00
1514344461.66	1077.00
1514344465.46	1077.00
1514344469.26	1077.00
1514344959.77	1078.00
1514344964.33	1077.00
1514344969.59	1077.00
1514344974.85	1078.00
1514344980.11	1077.00
1514344984.07	1077.00
1514344992.01	1077.00
1514344997.27	1078.00
1514345002.53	1077.00
1514345007.79	1077.00
1514345011.3	1078.00
1514345015.73	1078.00
1514345046.89	1077.00
1514345052.15	1078.00
1514345057.41	1078.00
1514345067.93	1077.00
1514345071.9	1077.00
1514345077.16	1077.00
1514345081.13	1078.00
1514345087.08	1078.00
1514345091.65	1078.00
1514345096.91	1078.00
1514345102.17	1078.00
1514345106.14	1078.00
1514345111.39	1078.00
1514345116.65	1077.00
1514345121.91	1077.00
1514345127.17	1078.00
1514345132.43	1078.00
1514345136.4	1078.00
1514345141.66	1077.00
1514345145.63	1078.00
1514345150.89	1078.00
1514345156.15	1077.00
1514345160.84	1077.00
1514345165.37	1078.00
1514345169.34	1077.00
1514345174.6	1077.00
